offer_title,price,price_per_meter,offer_type,floor,area,rooms,offer_type_of_building,market,city_name,voivodeship,month,year,population,longitude,latitude
Na sprzedaĹĽ Gdynia ObĹ‚uĹĽe  ul. Stolarska 3 pokoje,420000,9130.43,Estate Agency,6,46,3,Housing Block,aftermarket,Gdynia,Pomerania,March,2022,248042,18.5402738,54.5164982
mieszkanie 3 pokojowe Gdynia bez poĹ›rednikĂłw,400000,6666.67,Private,7,60,3,Housing Block,aftermarket,Gdynia,Pomerania,March,2022,248042,18.5402738,54.5164982
Nowe mieszkanie z antresolÄ… Gdynia Chwarzno-Wiczlino ul. Krauzego 10,650000,10817.11,Private,3,60.09,3,Housing Block,aftermarket,Gdynia,Pomerania,March,2022,248042,18.5402738,54.5164982
"Bez poĹ›rednikĂłw!!Sprzedam Mieszkanie 70,18 m2, Gdynia GrabĂłwek + garaĹĽ",570000,8121.97,Private,3,70.18,3,Housing Block,aftermarket,Gdynia,Pomerania,March,2022,248042,18.5402738,54.5164982
3 pok. mieszkanie. Generalny remont. Przy lesie,469000,8766.36,Estate Agency,2,53.5,3,Housing Block,aftermarket,Gdynia,Pomerania,March,2022,248042,18.5402738,54.5164982
Sprzedam mieszkanie 3 pokojowe Gdynian  DÄ…browa,540000,9473.68,Private,3,57,3,Housing Block,aftermarket,Gdynia,Pomerania,March,2022,248042,18.5402738,54.5164982
Mieszkanie 3-pokojowe + ogrĂłdek dziaĹ‚kowy o pow. 365 m2 (w cenie),479000,7369.23,Estate Agency,0,65,3,Housing Block,aftermarket,Kartuzy,Pomerania,March,2022,14866,18.1973639,54.3342281
Mieszkanie 63m. Kartuzy os. Wybickiego cicha okolica,375000,5952.38,Private,1,63,3,Housing Block,aftermarket,Kartuzy,Pomerania,March,2022,14866,18.1973639,54.3342281
Przestronne mieszkanie i garaĹĽ Os. Wybickiego Kartuzy,400000,6250,Private,2,64,3,Housing Block,aftermarket,Kartuzy,Pomerania,March,2022,14866,18.1973639,54.3342281
Sprzedam mieszkanie / Apartment for sale,285000,5533.98,Private,4,51.5,3,Housing Block,aftermarket,KoĹ›cierzyna,Pomerania,March,2022,23701,17.9781656,54.1210215
Mieszkanie 3-pokojowe,350000,6044.91,Private,1,57.9,3,Housing Block,aftermarket,KoĹ›cierzyna,Pomerania,March,2022,23701,17.9781656,54.1210215
Mieszkanie 3-pokojowe na parterze w KoĹ›cierzynie,399000,7600,Private,0,52.5,3,Housing Block,aftermarket,KoĹ›cierzyna,Pomerania,March,2022,23701,17.9781656,54.1210215
Mieszkanie 3-pokojowe KoĹ›cierzyna centrum,350000,7128.31,Private,2,49.1,3,Housing Block,aftermarket,KoĹ›cierzyna,Pomerania,March,2022,23701,17.9781656,54.1210215
"Trzypokojowe, atrakcyjne mieszkanie przygotowane do remontu",349000,5504.73,Private,3,63.4,3,Housing Block,aftermarket,KoĹ›cierzyna,Pomerania,March,2022,23701,17.9781656,54.1210215
"3 - pokojowe mieszkanie Topolowa, Koscierzyna",365000,7059.96,Private,1,51.7,3,Housing Block,aftermarket,KoĹ›cierzyna,Pomerania,March,2022,23701,17.9781656,54.1210215
Mieszkanie na sprzedaĹĽ,275000,3808.86,Private,0,72.2,3,Tenement,aftermarket,Kwidzyn,Pomerania,March,2022,38867,18.9319222,53.7335842
Sprzedam mieszkanie na ulicy SybirakĂłw,355000,5608.21,Estate Agency,3,63.3,3,Housing Block,aftermarket,Kwidzyn,Pomerania,March,2022,38867,18.9319222,53.7335842
"Mieszkanie 3 pokojowe 61 m2, teren nad LiwÄ…",355000,5821.58,Private,4,60.98,3,Housing Block,aftermarket,Kwidzyn,Pomerania,March,2022,38867,18.9319222,53.7335842
Sprzedam mieszkanie 85.70m2 3-pokojowe,225000,2625.44,Private,1,85.7,3,Tenement,aftermarket,Kwidzyn,Pomerania,March,2022,38867,18.9319222,53.7335842
Sprzedam mieszkanie,380000,7307.69,Private,1,52,3,Tenement,aftermarket,Kwidzyn,Pomerania,March,2022,38867,18.9319222,53.7335842
Mieszkanie 3 pokojowe,300000,6109.98,Private,4,49.1,3,Housing Block,aftermarket,Kwidzyn,Pomerania,March,2022,38867,18.9319222,53.7335842
sprzedam mieszkanie w Kwidzynie,269000,4873.19,Private,3,55.2,3,Housing Block,aftermarket,Kwidzyn,Pomerania,March,2022,38867,18.9319222,53.7335842
Mieszkanie na sprzedaĹĽ,345000,4440.15,Private,2,77.7,3,Housing Block,aftermarket,Kwidzyn,Pomerania,March,2022,38867,18.9319222,53.7335842
"Mieszkanie 52,30 mÂ˛, umeblowane + garaĹĽ",260000,4971.32,Private,0,52.3,3,Tenement,aftermarket,Kwidzyn,Pomerania,March,2022,38867,18.9319222,53.7335842
Mieszkanie sprzedam,330000,4125,Private,1,80,3,Tenement,aftermarket,Kwidzyn,Pomerania,March,2022,38867,18.9319222,53.7335842
"Mieszkanie 3 pokoje, Tenement",320000,4000,Private,2,80,3,Tenement,aftermarket,Kwidzyn,Pomerania,March,2022,38867,18.9319222,53.7335842
"Kwidzyn Mieszkanie 57,5m2 oĹ›, Piastowskie",299000,5200,Estate Agency,3,57.5,3,Housing Block,aftermarket,Kwidzyn,Pomerania,March,2022,38867,18.9319222,53.7335842
Sprzedam mieszkanie.,280000,3943.66,Private,3,71,3,Housing Block,aftermarket,Kwidzyn,Pomerania,March,2022,38867,18.9319222,53.7335842
"Mieszkanie 93m2, 4 pokoje, centrum miasta, balkon",245000,2634.41,Private,2,93,3,Tenement,aftermarket,Kwidzyn,Pomerania,March,2022,38867,18.9319222,53.7335842
"Mieszkanie, 3 pokoje, 61m2, jasne i ciche",330000,5409.84,Private,4,61,3,Housing Block,aftermarket,Kwidzyn,Pomerania,March,2022,38867,18.9319222,53.7335842
Mieszkanie bezczynszowe z miejscem postojowym w centrum LÄ™borka,369000,6321.74,Private,1,58.37,3,Tenement,aftermarket,LÄ™bork,Pomerania,March,2022,33967,17.7472272,54.5391501
"Sprzedam mieszkanie, blisko centrum",290000,5272.73,Private,3,55,3,Tenement,aftermarket,LÄ™bork,Pomerania,March,2022,33967,17.7472272,54.5391501
"Mieszkanie w Ĺ›cisĹ‚ym centrum - inwestycyjne, wynajÄ™te",360000,6923.08,Private,3,52,3,Housing Block,aftermarket,LÄ™bork,Pomerania,March,2022,33967,17.7472272,54.5391501
"Mieszkanie w centrum LÄ™borka, niski czynsz",298000,4138.89,Estate Agency,1,72,3,Tenement,aftermarket,LÄ™bork,Pomerania,March,2022,33967,17.7472272,54.5391501
"Sprzedam mieszkanie, ul. CzoĹ‚gistĂłw  5 229,51 za mÂ˛",319000,5229.51,Private,4,61,3,Housing Block,aftermarket,LÄ™bork,Pomerania,March,2022,33967,17.7472272,54.5391501
"Mieszkanie 3-pokojowe - 72,8 m.kw.",384900,5287.09,Private,2,72.8,3,Housing Block,aftermarket,LÄ™bork,Pomerania,March,2022,33967,17.7472272,54.5391501
3-pokojowe mieszkanie na sprzedaĹĽ z garaĹĽem,455000,6100.83,Private,0,74.58,3,Tenement,aftermarket,LÄ™bork,Pomerania,March,2022,33967,17.7472272,54.5391501
TwĂłj wĹ‚asny kÄ…t nie przegap okazji,258000,5321.78,Private,1,48.48,3,Tenement,aftermarket,LÄ™bork,Pomerania,March,2022,33967,17.7472272,54.5391501
Mieszkanie 3 pokojowe z garaĹĽem na strzeĹĽonym osiedlu,405000,7363.64,Private,1,55,3,Housing Block,aftermarket,Malbork,Pomerania,March,2022,39022,19.0348817,54.0359361
Mieszkanie z ogrodem,350000,5072.46,Private,0,69,3,Tenement,aftermarket,Malbork,Pomerania,March,2022,39022,19.0348817,54.0359361
"Sprzedam mieszkanie 3 pokoje 47,83 m2  w Malborku",245950,5142.17,Private,1,47.83,3,Housing Block,aftermarket,Malbork,Pomerania,March,2022,39022,19.0348817,54.0359361
Mieszkanie Malbork ul. RodziewiczĂłwny,389000,5742.55,Estate Agency,0,67.74,3,Housing Block,aftermarket,Malbork,Pomerania,March,2022,39022,19.0348817,54.0359361
Umeblowane dobrze skomunikowane mieszkanie 3 pokojowe blisko centrum,268000,5349.3,Private,3,50.1,3,Housing Block,aftermarket,Malbork,Pomerania,March,2022,39022,19.0348817,54.0359361
Sprzedam mieszkanie 3 pokoje MALBORK Osiedle Stare Miasto Housing Block 16,310000,6200,Private,1,50,3,Housing Block,aftermarket,Malbork,Pomerania,March,2022,39022,19.0348817,54.0359361
REZERWACJA 3 pokoje  plus garaĹĽ os.poludnie,369000,6533.29,Private,2,56.48,3,Housing Block,aftermarket,Malbork,Pomerania,March,2022,39022,19.0348817,54.0359361
Sprzedam mieszkanie w centrum 73m,265000,3630.14,Estate Agency,1,73,3,Tenement,aftermarket,Malbork,Pomerania,March,2022,39022,19.0348817,54.0359361
"Mieszkanie 3 pokojowe 48,67 m2. bezczynszowe",279000,6307.94,Private,3,44.23,3,Housing Block,aftermarket,Malbork,Pomerania,March,2022,39022,19.0348817,54.0359361
Sprzedam Mieszkanie 62m2 Miastko,250000,4032.26,Private,4,62,3,Housing Block,aftermarket,Miastko,Pomerania,March,2022,10926,16.9774717,54.0001478
Sprzedam Mieszkanie Nowy DwĂłr GdaĹ„ski,299000,5980,Private,0,50,3,Housing Block,aftermarket,Nowy DwĂłr GdaĹ„ski,Pomerania,March,2022,10083,19.1150846,54.2146299
Mieszkanie 3 pokojowe parter,439000,7568.97,Private,0,58,3,Housing Block,aftermarket,Nowy DwĂłr GdaĹ„ski,Pomerania,March,2022,10083,19.1150846,54.2146299
Sprzedam mieszkanie,369000,6473.68,Private,1,57,3,Housing Block,aftermarket,Nowy DwĂłr GdaĹ„ski,Pomerania,March,2022,10083,19.1150846,54.2146299
PoĹ‚owa domu z ogrodem! Okazja inwestycyjna!,459000,4532.44,Estate Agency,1,101.27,3,Other,aftermarket,Pruszcz GdaĹ„ski,Pomerania,March,2022,28858,18.6461908,54.2608539
Mieszkanie trzypokojowe w Centrum Pruszcza Gd,399900,8411.86,Private,0,47.54,3,Housing Block,aftermarket,Pruszcz GdaĹ„ski,Pomerania,March,2022,28858,18.6461908,54.2608539
Mieszkanie dwupoziomowe Pruszcz GdaĹ„ski,536000,8933.33,Private,3,60,3,Housing Block,aftermarket,Pruszcz GdaĹ„ski,Pomerania,March,2022,28858,18.6461908,54.2608539
Mieszkanie z ogrodem - piÄ™tro domu -centrum Pruszcza,699000,9197.37,Private,1,76,3,Other,aftermarket,Pruszcz GdaĹ„ski,Pomerania,March,2022,28858,18.6461908,54.2608539
"Komfortowe mieszkanie dla rodziny, 3 pokoje",650000,9692.81,Estate Agency,1,67.06,3,Other,aftermarket,Pruszcz GdaĹ„ski,Pomerania,March,2022,28858,18.6461908,54.2608539
Pruszcz GdaĹ„ski ObroĹ„cĂłw Pokoju 7 super widok duĹĽy balkon dwustronne,492900,9300,Estate Agency,3,53,3,Housing Block,aftermarket,Pruszcz GdaĹ„ski,Pomerania,March,2022,28858,18.6461908,54.2608539
Sprzedam  3-pokojowe mieszkanie w Pruszczu GdaĹ„skim,575000,9719.41,Private,1,59.16,3,Housing Block,aftermarket,Pruszcz GdaĹ„ski,Pomerania,March,2022,28858,18.6461908,54.2608539
Mieszkanie 3pokojowe,490000,9030.59,Estate Agency,2,54.26,3,Housing Block,aftermarket,Pruszcz GdaĹ„ski,Pomerania,March,2022,28858,18.6461908,54.2608539
APARTAMENT dwupoziomowy blisko Aquaparku!,595000,8150.68,Private,2,73,3,Apartment Building,aftermarket,Reda,Pomerania,March,2022,23135,18.3505191,54.6043272
Mieszkanie 3 pokojowe umeblowane os.krĂłlewskie,460000,10109.89,Private,1,45.5,3,Housing Block,aftermarket,Rumia,Pomerania,March,2022,47374,18.3969008,54.5700148
3 pokojowe ciche klimatyczne mieszkanie z garaĹĽem,580000,9555.19,Private,1,60.7,3,Housing Block,aftermarket,Rumia,Pomerania,March,2022,47374,18.3969008,54.5700148
Sprzedam mieszkanie58m2 na parterze z piwnicÄ… i miejscem w hali garaĹĽ.,555000,9568.97,Private,0,58,3,Housing Block,aftermarket,Rumia,Pomerania,March,2022,47374,18.3969008,54.5700148
"Atrakcyjne mieszkanie 3-pokojowe 52,34m Rumia/Reda",523400,10000,Private,4,52.34,3,Housing Block,aftermarket,Rumia,Pomerania,March,2022,47374,18.3969008,54.5700148
Sprzedam mieszkanie,389000,6174.6,Private,1,63,3,Housing Block,aftermarket,Rumia,Pomerania,March,2022,47374,18.3969008,54.5700148
Apartament z antresolÄ… w stanie deweloperskim,580000,7733.33,Private,1,75,3,Apartment Building,aftermarket,Rumia,Pomerania,March,2022,47374,18.3969008,54.5700148
Mieszkanie 3 pokojowe Rumia Janowo piwnica garaĹĽ,449000,7360.66,Private,1,61,3,Apartment Building,aftermarket,Rumia,Pomerania,March,2022,47374,18.3969008,54.5700148
"Mieszkanie 3 Pokojowe Plus GaraĹĽ , Bez posrednikow, Rumia, Owsiana",489000,8562.42,Private,1,57.11,3,Housing Block,aftermarket,Rumia,Pomerania,March,2022,47374,18.3969008,54.5700148
3 pok. mieszkanie Sopot Brodwino po remoncie,690000,11500,Estate Agency,2,60,3,Housing Block,aftermarket,Sopot,Pomerania,March,2022,37903,18.5684902,54.4447922
Mieszkanie 3 pokojowe tuĹĽ przy plaĹĽy Sopot Dolny,920000,16140.35,Private,3,57,3,Housing Block,aftermarket,Sopot,Pomerania,March,2022,37903,18.5684902,54.4447922
Mieszkanie  Sopot WyĹ›cigi KrĂłla Jana Kazimierza,950000,14503.82,Private,1,65.5,3,Tenement,aftermarket,Sopot,Pomerania,March,2022,37903,18.5684902,54.4447922
3-pokojowe mieszkanie po generalnym remoncie w centrum miasta,429000,6600,Private,3,65,3,Housing Block,aftermarket,Starogard GdaĹ„ski,Pomerania,March,2022,48621,18.532113,53.9671805
"Mieszkanie 53,6m OĹ›.Kopernika",270000,5037.31,Private,4,53.6,3,Housing Block,aftermarket,Starogard GdaĹ„ski,Pomerania,March,2022,48621,18.532113,53.9671805
Sprzedam mieszkanie moĹĽliwa zamiana na domek,330000,5322.58,Private,3,62,3,Housing Block,aftermarket,Sztum,Pomerania,March,2022,10332,19.0305384,53.9198663
Mieszkanie 3 pokojowe,300000,5406.38,Private,4,55.49,3,Housing Block,aftermarket,Sztum,Pomerania,March,2022,10332,19.0305384,53.9198663
Mieszkanie na sprzedaĹĽ,380000,5563.69,Private,0,68.3,3,Housing Block,aftermarket,Sztum,Pomerania,March,2022,10332,19.0305384,53.9198663
OKAZJA! Mieszkanie 107 m2 w centrum SĹ‚upska,499000,4663.55,Private,2,107,3,Tenement,aftermarket,SĹ‚upsk,Pomerania,March,2022,93936,17.028073,54.4649331
Mieszkanie 3 â€“ pokojowe (56 m2) os. HubalczykĂłw,329000,5875,Private,4,56,3,Housing Block,aftermarket,SĹ‚upsk,Pomerania,March,2022,93936,17.028073,54.4649331
WyjÄ…tkowe 3 pokoje z widokiem osiedle Na Klifie,499000,8457.63,Private,3,59,3,Apartment Building,aftermarket,SĹ‚upsk,Pomerania,March,2022,93936,17.028073,54.4649331
Ĺadne mieszkanie na sprzedaĹĽ,335000,5706.98,Private,6,58.7,3,Housing Block,aftermarket,SĹ‚upsk,Pomerania,March,2022,93936,17.028073,54.4649331
Sprzedam 3 pokojowe mieszkanie na osiedlu Batorego w SĹ‚upsku,409000,6816.67,Private,4,60,3,Housing Block,aftermarket,SĹ‚upsk,Pomerania,March,2022,93936,17.028073,54.4649331
"Mieszkanie 54m2, Zyg. Augusta , I piÄ™tro",340000,6296.3,Private,1,54,3,Housing Block,aftermarket,SĹ‚upsk,Pomerania,March,2022,93936,17.028073,54.4649331
Mieszkanie 3 pokojowe w Housing Blocku ul. Zamenhofa Centrum,299000,5920.79,Estate Agency,2,50.5,3,Housing Block,aftermarket,SĹ‚upsk,Pomerania,March,2022,93936,17.028073,54.4649331
Mieszkanie 75M2!!! Centrum SĹ‚upska,330000,4377.24,Estate Agency,3,75.39,3,Tenement,aftermarket,SĹ‚upsk,Pomerania,March,2022,93936,17.028073,54.4649331
Atrakcyjne 3 pokojowe mieszkanie spĂłĹ‚dzielcze wĹ‚asnoĹ›ciowe z KW !!!,359000,5818.48,Estate Agency,4,61.7,3,Housing Block,aftermarket,SĹ‚upsk,Pomerania,March,2022,93936,17.028073,54.4649331
Sprzedam mieszkanie Osiedle PiastĂłw.,319000,6787.23,Private,2,47,3,Housing Block,aftermarket,SĹ‚upsk,Pomerania,March,2022,93936,17.028073,54.4649331
Mieszkanie 3-pokojowe na parterze SĹ‚upsk,429000,7090.91,Private,0,60.5,3,Housing Block,aftermarket,SĹ‚upsk,Pomerania,March,2022,93936,17.028073,54.4649331
Mieszkanie 3-pokojowe,339000,7062.5,Private,1,48,3,Housing Block,aftermarket,SĹ‚upsk,Pomerania,March,2022,93936,17.028073,54.4649331
"Mieszkanie 3-pokojowe 72,16 m2 do remontu",270000,3741.69,Private,2,72.16,3,Tenement,aftermarket,SĹ‚upsk,Pomerania,March,2022,93936,17.028073,54.4649331
"Mieszkanie 3 pok. 45,10 m2 + balkon + piwnica 4m2 ok. GĂłrnej",339000,7516.63,Private,0,45.1,3,Housing Block,aftermarket,SĹ‚upsk,Pomerania,March,2022,93936,17.028073,54.4649331
Sprzedam mieszkanie,315000,5555.56,Private,3,56.7,3,Housing Block,aftermarket,SĹ‚upsk,Pomerania,March,2022,93936,17.028073,54.4649331
Mieszkanie 3-pokojowe z garaĹĽem w Tczewie,490000,7284.08,Private,0,67.27,3,Housing Block,aftermarket,Tczew,Pomerania,March,2022,60610,18.8000293,54.0869532
Sprzedam pilnie mieszkanie - rezerwacja,349000,3965.91,Private,4,88,3,Tenement,aftermarket,Tczew,Pomerania,March,2022,60610,18.8000293,54.0869532
Mieszkanie Tczewskich SaperĂłw centrum,550000,8870.97,Private,3,62,3,Housing Block,aftermarket,Tczew,Pomerania,March,2022,60610,18.8000293,54.0869532
"Ustka ul. Wczasowa, mieszkanie 56 m- 3 pokoje !!",427000,7625,Private,4,56,3,Housing Block,aftermarket,Ustka,Pomerania,March,2022,16263,16.8612962,54.5811254
Trzypokojowe z balkonem-61m2-Ustka 1500 m.od plaĹĽy,420000,6929.55,Estate Agency,3,60.61,3,Housing Block,aftermarket,Ustka,Pomerania,March,2022,16263,16.8612962,54.5811254
"Mieszkanie 3-pokojowe Ustka, 49m, parter",410000,8367.35,Private,0,49,3,Housing Block,aftermarket,Ustka,Pomerania,March,2022,16263,16.8612962,54.5811254
SprzedaĹĽ mieszkania,400000,6622.52,Private,4,60.4,3,Housing Block,aftermarket,Ustka,Pomerania,March,2022,16263,16.8612962,54.5811254
mieszkanie w Ustce,535000,6939.94,Private,0,77.09,3,Housing Block,aftermarket,Ustka,Pomerania,March,2022,16263,16.8612962,54.5811254
Mieszkanie Ustka sprzedam,550000,9166.67,Private,1,60,3,Housing Block,aftermarket,Ustka,Pomerania,March,2022,16263,16.8612962,54.5811254
Mieszkanie Ustka,386000,8577.78,Private,0,45,3,Housing Block,aftermarket,Ustka,Pomerania,March,2022,16263,16.8612962,54.5811254
Ustka mieszkanie 104 m2,850000,8500,Estate Agency,1,100,3,Tenement,aftermarket,Ustka,Pomerania,March,2022,16263,16.8612962,54.5811254
Sprzedam lub zamieniÄ™ mieszkanie 60m Chynowie pow. wejherowski,75000,1241.72,Private,1,60.4,3,Tenement,aftermarket,Wejherowo,Pomerania,March,2022,50340,18.247934,54.6026348
Przestronne 3 pok.mieszkanie z osobnÄ… kuchnia,399900,6663.89,Private,2,60.01,3,Housing Block,aftermarket,Wejherowo,Pomerania,March,2022,50340,18.247934,54.6026348
Mieszkanie - Wejherowo - Fenikowskiego 70.8m2,425000,6002.82,Private,3,70.8,3,Housing Block,aftermarket,Wejherowo,Pomerania,March,2022,50340,18.247934,54.6026348
Wejherowo 3 Pokoje,355000,5915.68,Private,1,60.01,3,Housing Block,aftermarket,Wejherowo,Pomerania,March,2022,50340,18.247934,54.6026348
"Mieszkanie Wejherowo, 3 Pokoje, super lokalizacja , 60m2",370000,6075.53,Private,3,60.9,3,Housing Block,aftermarket,Wejherowo,Pomerania,March,2022,50340,18.247934,54.6026348
Mieszkanie w domu przy Zatoce we WĹ‚adysĹ‚awowie,499000,3006.02,Estate Agency,0,166,3,Other,aftermarket,WĹ‚adysĹ‚awowo,Pomerania,March,2022,15400,18.4087342,54.7901316
Sprzedam urokliwe mieszkanie bez poĹ›rednikĂłw.,409000,8628.69,Private,0,47.4,3,Housing Block,aftermarket,Bielsko-BiaĹ‚a,Silesia,March,2022,173699,19.0448936,49.822118
"SĹ‚oneczne, widokowe, trzypokojowe mieszkanie w niskim Housing Blocku",449000,7795.14,Private,3,57.6,3,Housing Block,aftermarket,Bielsko-BiaĹ‚a,Silesia,March,2022,173699,19.0448936,49.822118
"Mieszkanie 3 pokoje 47,85m2 os. ZĹ‚ote Ĺany Bielsko-BiaĹ‚a Pilne",295000,6165.1,Estate Agency,0,47.85,3,Housing Block,aftermarket,Bielsko-BiaĹ‚a,Silesia,March,2022,173699,19.0448936,49.822118
Mieszkanie w centrum Bielska- BiaĹ‚ej,359000,5622.55,Private,3,63.85,3,Tenement,aftermarket,Bielsko-BiaĹ‚a,Silesia,March,2022,173699,19.0448936,49.822118
Sprzedam mieszkanie Bielsko Biala (Zlote Lany) ul. Jutrzenki 25,295000,6158.66,Private,4,47.9,3,Housing Block,aftermarket,Bielsko-BiaĹ‚a,Silesia,March,2022,173699,19.0448936,49.822118
Sprzedam mieszkanie 3 pokojowe rejon os. Sarni Stok,287000,5881.15,Estate Agency,4,48.8,3,Housing Block,aftermarket,Bielsko-BiaĹ‚a,Silesia,March,2022,173699,19.0448936,49.822118
"PiÄ™kne i widokowe mieszkanie na os. SĹ‚oneczne, M-3",390000,8863.64,Private,10,44,3,Housing Block,aftermarket,Bielsko-BiaĹ‚a,Silesia,March,2022,173699,19.0448936,49.822118
"Rezerwacja Mieszkanie 55,2m2, 3pokoje, wyposaĹĽone os. Wojska Polskiego",355000,6431.16,Private,6,55.2,3,Housing Block,aftermarket,Bielsko-BiaĹ‚a,Silesia,March,2022,173699,19.0448936,49.822118
"Mieszkanie bez rachunkĂłw! 3 pokoje, ogrĂłd, piwnica",450000,7702.84,Private,1,58.42,3,Other,aftermarket,Bielsko-BiaĹ‚a,Silesia,March,2022,173699,19.0448936,49.822118
"Mieszkanie 3-pokojowe,  Bielsko-BiaĹ‚a ZĹ‚ote Ĺany na sprzedaĹĽ",288000,6127.66,Private,4,47,3,Housing Block,aftermarket,Bielsko-BiaĹ‚a,Silesia,March,2022,173699,19.0448936,49.822118
"OlszĂłwka, 3 pokoje, 45m2, nowe bidownictwo, miejsce postojowe",429000,9533.33,Estate Agency,2,45,3,Apartment Building,aftermarket,Bielsko-BiaĹ‚a,Silesia,March,2022,173699,19.0448936,49.822118
"Ponownie dostÄ™pne! - mieszkanie 55,5mkw, 3 -pokoje, Os. ZĹ‚ote Ĺany,",350000,6306.31,Private,0,55.5,3,Housing Block,aftermarket,Bielsko-BiaĹ‚a,Silesia,March,2022,173699,19.0448936,49.822118
"3 pok, 60 m2, Os.Karpackie",359000,5523.08,Estate Agency,2,65,3,Housing Block,aftermarket,Bielsko-BiaĹ‚a,Silesia,March,2022,173699,19.0448936,49.822118
Nowoczesny Apartament z ogrodem,569855,9341.89,Private,0,61,3,Apartment Building,aftermarket,Bielsko-BiaĹ‚a,Silesia,March,2022,173699,19.0448936,49.822118
Mieszkanie 3-pokojowe z balkonem,245000,4803.92,Private,1,51,3,Housing Block,aftermarket,BieruĹ„,Silesia,March,2022,19696,19.0918262,50.0931922
Sprzedam Mieszkanie BieruĹ„ Nowy,320000,4923.08,Estate Agency,4,65,3,Housing Block,aftermarket,BieruĹ„,Silesia,March,2022,19696,19.0918262,50.0931922
Mieszkanie 3-pokojowe z garderobÄ… i balkonem BieruĹ„ Nowy,385000,5730.87,Private,1,67.18,3,Housing Block,aftermarket,BieruĹ„,Silesia,March,2022,19696,19.0918262,50.0931922
Mieszkanie na sprzedaĹĽ,300000,5000,Private,3,60,3,Housing Block,aftermarket,BieruĹ„,Silesia,March,2022,19696,19.0918262,50.0931922
"Blachownia ,Plac Konstytucji. Mieszknie po kapitalnym remoncie.",339000,5947.37,Estate Agency,1,57,3,Housing Block,aftermarket,Blachownia,Silesia,March,2022,9865,18.9684255,50.7820239
Atrakcyjne mieszkanie 82 m2 przy ulicy Witczaka,275000,3353.66,Private,3,82,3,Tenement,aftermarket,Bytom,Silesia,March,2022,173439,18.9231857,50.3470387
Bytom Ĺagiewniki 3 pokoje c.o. miejskie,229000,3768.31,Estate Agency,0,60.77,3,Housing Block,aftermarket,Bytom,Silesia,March,2022,173439,18.9231857,50.3470387
Sprzedam mieszkanie Bytom Miechowice  i ogrĂłdek dziaĹ‚kowy,335000,5234.38,Private,1,64,3,Housing Block,aftermarket,Bytom,Silesia,March,2022,173439,18.9231857,50.3470387
3-pokojowe do REMONTU,195000,3250,Estate Agency,0,60,3,Housing Block,aftermarket,Bytom,Silesia,March,2022,173439,18.9231857,50.3470387
Sprzedam Mieszkanie w Bytomiu,220000,4150.94,Private,2,53,3,Housing Block,aftermarket,Bytom,Silesia,March,2022,173439,18.9231857,50.3470387
OdstÄ…piÄ™ mieszkanie TBS 100m2 UMEBLOWANE,100000,1000,Private,4,100,3,Tenement,aftermarket,Bytom,Silesia,March,2022,173439,18.9231857,50.3470387
"Komfortowe,w centrum.",279000,4164.18,Estate Agency,2,67,3,Tenement,aftermarket,Bytom,Silesia,March,2022,173439,18.9231857,50.3470387
"OKAZJA!!! Mieszkanie 3 pok. 56,7 m2 plus ogrĂłdek rekreacyjny 196 m2",370000,6491.23,Private,1,57,3,Tenement,aftermarket,Bytom,Silesia,March,2022,173439,18.9231857,50.3470387
Mieszkanie 3 pokojowe Bytom Szombierki,270000,5000,Private,6,54,3,Housing Block,aftermarket,Bytom,Silesia,March,2022,173439,18.9231857,50.3470387
Sprzedam mieszkanie 89.50 m2 bytom Krakowska 50,260000,2905.03,Private,2,89.5,3,Tenement,aftermarket,Bytom,Silesia,March,2022,173439,18.9231857,50.3470387
"Po remoncie c.o miejskie,49.5 m2, zamiana od wĹ‚aĹ›ciciela",199999,4039.57,Private,4,49.51,3,Housing Block,aftermarket,Bytom,Silesia,March,2022,173439,18.9231857,50.3470387
Sprzedam mieszkanie,285000,5089.29,Private,0,56,3,Tenement,aftermarket,BÄ™dzin,Silesia,March,2022,58425,19.1322201,50.3230785
"Mieszkanie 58m, BÄ™dzin, ul. Narutowicza 3, 10 piÄ™trowiec",250000,4310.34,Private,10,58,3,Housing Block,aftermarket,BÄ™dzin,Silesia,March,2022,58425,19.1322201,50.3230785
"3 pokojowe mieszkanie do wĹ‚asnej aranĹĽacji 53,44 mÂ˛ - BÄ™dzin, Ksawera",259000,4846.56,Estate Agency,2,53.44,3,Housing Block,aftermarket,BÄ™dzin,Silesia,March,2022,58425,19.1322201,50.3230785
"3 pokoje, centrum BÄ™dzina, po remoncie",319000,5145.16,Private,2,62,3,Housing Block,aftermarket,BÄ™dzin,Silesia,March,2022,58425,19.1322201,50.3230785
"M4, garaĹĽ na dwa auta, dwa balkony, ogrĂłd",315000,3750,Estate Agency,1,84,3,Other,aftermarket,BÄ™dzin,Silesia,March,2022,58425,19.1322201,50.3230785
Przestronne mieszkanie 3 pokojowe z duĹĽym balkonem,339000,5467.74,Private,2,62,3,Housing Block,aftermarket,BÄ™dzin,Silesia,March,2022,58425,19.1322201,50.3230785
Sprzedam Mieszkanie 62m,170000,2741.94,Private,0,62,3,Housing Block,aftermarket,BÄ™dzin,Silesia,March,2022,58425,19.1322201,50.3230785
Mieszkanie 3-pokojowe,275000,4824.56,Private,3,57,3,Housing Block,aftermarket,BÄ™dzin,Silesia,March,2022,58425,19.1322201,50.3230785
