offer_title,price,price_per_meter,offer_type,floor,area,rooms,offer_type_of_building,market,city_name,voivodeship,month,year,population,longitude,latitude
KraĹ›nik Fabryczny mieszkanie 62m - 3 piÄ™tro,320000,5136.44,Private,3,62.3,3,Housing Block,aftermarket,KraĹ›nik,Lublin,January,2022,35788,22.229206,50.9249236
Sprzedam mieszkanie 77.50mkw bez Posrednikow,460000,5935.48,Private,1,77.5,3,Housing Block,aftermarket,KraĹ›nik,Lublin,January,2022,35788,22.229206,50.9249236
Sprzedam Mieszkanie M4 60m2,420000,7000,Private,1,60,3,Housing Block,aftermarket,LubartĂłw,Lublin,January,2022,21755,22.6052895,51.4660473
"Mieszkanie wĹ‚asnoĹ›ciowe 60,30 metra kw.",395000,6550.58,Private,3,60.3,3,Housing Block,aftermarket,LubartĂłw,Lublin,January,2022,21755,22.6052895,51.4660473
3 pokojowe mieszkanie w dzielnicy LSM - Ĺ›wietne do wynajmu,450000,9146.34,Estate Agency,10,49.2,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
"Mieszkanie, Lublin ul. Koralowa, WÄ™glin PoĹ‚udnie/WÄ™glinek , 59 m2",580000,9830.51,Private,1,59,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
"Lublin - 3 pokoje w ATRAKCYJNEJ CENIE - 72,50m2",520000,7172.41,Private,3,72.5,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
"3 pokoje, 48m, Herberta",330000,6875,Estate Agency,4,48,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
Mieszkanie na sprzedaĹĽ 60m2 Lublin LSM Nadbystrzycka-super lokalizacja,485000,8056.48,Private,4,60.2,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
3-pokojowe bardzo przyjemne mieszkanie w Ĺ›wietnej lokalizacji,439900,7717.54,Private,3,57,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
WyjÄ…tkowe mieszkanie na Czechowie,742672,11201.69,Private,0,66.3,3,Apartment Building,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
"3 pokoje, DziesiÄ…ta do remontu",339000,6921.19,Private,1,48.98,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
"Mieszkanie Nowy Ĺ›wiat, Lublin",500000,9259.26,Private,3,54,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
sprzedam mieszkanie 57 m2,450000,7936.51,Private,4,56.7,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
Mieszkanie 3 pokojowe  Felin - ul. KrĂłlowej Jadwigi,419900,6707.67,Private,2,62.6,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
Na sprzedaĹĽ 3 pokojowe mieszkanie z 2020r wraz z miejscem parkingowym,499000,9240.74,Estate Agency,2,54,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
Mieszkanie. Lublin,610000,8166,Private,2,74.7,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
Mieszkanie os. Botanik,675000,10502.57,Private,1,64.27,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
Mieszkanie Lublin Narutowicza,530000,7361.11,Estate Agency,4,72,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
Mieszkanie 3 pokoje ul. Zachodnia 11,630000,9402.99,Private,3,67,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
"Sprzedam mieszkanie, ul. Bursztynowa 15, PorÄ™ba, Lublin",440000,8301.89,Estate Agency,4,53,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
"Przestronne, jasne mieszkanie 70m2 | Wieniawa",699000,9985.71,Private,3,70,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
Mieszkanie 67 m2 sprzedam 3 pokoje Lublin Czuby ĹÄ™gi ul. KaczeĹ„cowa,569000,8492.54,Private,0,67,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
"3 pokoje, 63 mkw, parter, z ogrĂłdkiem",535000,8465.19,Estate Agency,0,63.2,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
Mieszkanie 3 pokojowe LSM PRYWATNIE,428700,9121.28,Private,,,3,,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
"Nowoczesne Jasne Mieszkanie 3-pokojowe, Czuby",474000,7834.71,Private,4,60.5,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
3 pokoje 51mÂ˛ ul.Motorowa,310000,6078.43,Private,3,51,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
Mieszkanie w centrum Lublina,696000,9942.86,Private,2,70,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
Mieszkanie 3 pokojowe 64mÂ˛ Bronowice,398000,6180.12,Private,0,64.4,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
"Sprzedam mieszkanie 59 m2 ul. MariaĹ„ska, BazylianĂłwka, Lublin",498000,8440.68,Private,4,59,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
"Mieszkanie , apartamenty poligonowa 50,5 m2 taras",421000,8336.63,Estate Agency,3,50.5,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
"Mieszkanie po generalnym remoncie, 3 pokoje",369000,8174.57,Estate Agency,0,45.14,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
"Mieszkanie w atrakcyjnej lokalizacji LSM, Lublin.",538350,11100,Private,2,48.5,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
mieszkanie na sprzedaĹĽ CzechĂłw kurantowa,391230,6900,Private,2,56.7,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
Atrakcyjne mieszkanie w doskonaĹ‚ej lokalizacji -Nowomiejska,670000,7764.52,Private,1,86.29,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
Mieszkanie 48 m2  3 pokoje Lwowska gotowe do wprowadzenia,419000,8729.17,Private,4,48,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
Mieszkanie przy ul. Jantarowej 5,530000,8466.45,Private,3,62.6,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
Sprzedam mieszkanie na slawinku 50 m z garazem,450000,9000,Private,2,50,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
"Trzy pokoje 61,23m2 + gratis, ul. MedalionĂłw, Lublin",460000,7540.98,Private,2,61,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
2 poĹ‚Ä…czone mieszkania na sprzedaĹĽ,720000,9000,Private,2,80,3,Tenement,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
Mieszkanie na sprzedaĹĽ CENTRUM,450000,9137.06,Private,0,49.25,3,Tenement,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
LUBLIN FELIN - Mieszkanie 3 pokoje+garderoba i garaĹĽ,573000,8689.72,Private,2,65.94,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
Apartament na os.Szerokim 63 m2,715000,11349.21,Private,1,63,3,Apartment Building,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
mieszkanie w cudownym miejscu przy lesie Stary Gaj,490000,7608.7,Private,3,64.4,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
"CzechĂłw, mieszkanie na sprzedaĹĽ",509000,7169.01,Private,2,71,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
Mieszkanie Wieniawa 3 pokoje Oferta prywatna,439000,9340.43,Private,6,47,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
Mieszkanie 61 metrĂłw osiedle Botanik,550000,9166.67,Estate Agency,3,60,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
Mieszkanie 62 m kw. LSM  sprzedaĹĽ!,510000,8239.1,Private,8,61.9,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
"Mieszkanie Lublin, WoliĹ„skiego 54m",555000,10277.78,Private,0,54,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
Mieszkanie 3 pokojowe LSM,419000,7299.65,Estate Agency,2,57.4,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
"LSM mieszkanie 3 pokoje,2 piÄ™tro dobra lokalizacja",379000,7734.69,Private,2,49,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
Mieszkanie Czuby,640000,7191.01,Private,1,89,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
Mieszkanie 3 pokoje,769000,11239.4,Estate Agency,3,68.42,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
"Lublin,Bronowice mieszkanie 3 pok. 64,99 m2 do remontu",460000,7078.01,Private,2,64.99,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
3 pokojowe mieszkanie Czuby ul. Bursztynowa,430000,8775.51,Private,3,49,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
"3pok.116m2 Tenement, StarĂłwka ,Lublin",930000,8017.24,Estate Agency,3,116,3,Tenement,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
Mieszkanie Nowy Ĺ›wiat,550000,10185.19,Private,1,54,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
"Mieszkanie 3 pokojowe, CENTRUM, ĹšRĂ“DMIEĹšCIE, ul. Ĺšrodkowa",450000,8490.57,Private,10,53,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
Mieszkanie 64m 3P+AK 2020r ul.GÄ™sia,635000,9921.88,Private,3,64,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
"Mieszkanie na sprzedaĹĽ  , LUBLIN - CZUBY ul. Tatarakowa 60 m",415000,6848.18,Private,1,60.6,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
"Mieszkanie 3-pokojowe, 69.5, WÄ™glin, Jaspisowa, Lublin",650000,9352.52,Private,3,69.5,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
"Mieszkanie dwupoziomowe 62m2, Lublin, Czuby, ul. Ametystowa",519000,8370.97,Private,3,62,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
Mieszkanie Lublin WoliĹ„skiego 54m,599000,11092.59,Private,0,54,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
"Sprzedam nowe mieszkanie 50,64 m2 osiedle Koncertowa Dolina",580000,11453.4,Private,1,50.64,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
Mieszkanie 3 - pokojowe,400000,8510.64,Private,4,47,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
Mieszkanie 3 pokojowe o podwyĹĽszonym standardzie na Czubach,490000,9600.31,Private,7,51.04,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
"3 pokoje, 71m, 2 piÄ™tro, 2007r, Ponikwoda",595000,8380.28,Estate Agency,2,71,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
Sprzedam Mieszkanie na Czechowie,513500,7900,Private,,,3,,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
"Przytulne mieszkanie 3-pokojowe, 56 m2, z ogrĂłdkiem, os. Botanik",570000,10178.57,Private,0,56,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
"ul. Strzembosza - przestronne, zadbane trzypokojowe mieszkanie",599000,9215.38,Private,3,65,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
Sprzedam mieszkanie 3 pokojowe bez piecyka,350000,7777.78,Private,3,45,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
"Mieszkanie 64,7m M4 3 pokoje Centrum GĹ‚Ä™boka Super lokalizacja",525000,8114.37,Private,0,64.7,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
"Gotowiec inwestycyjny ĹšrĂłdmieĹ›ciu - dochĂłd 4 000zĹ‚/miesiÄ…c - 7,1% ROI",675000,8766.23,Estate Agency,4,77,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
"Mieszkanie 48,48 m2 - trzy pokoje, WrotkĂłw",335000,6910.07,Private,4,48.48,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
"Mieszkanie 50,72m2. 3 pokoje + ogrĂłdek (Private)",500000,9858.04,Private,0,50.72,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
Apartament 63m2 w centrum Lublina - Sprzedam,630000,10000,Estate Agency,7,63,3,Apartment Building,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
3 pokoje centrum Lublin- inwestycja 49 m2 plus 30 m2,475000,9693.88,Estate Agency,,,3,,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
Mieszkanie 3 pokoje WrotkĂłw,513000,8951.32,Private,2,57.31,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
"BezpoĹ›rednio - piÄ™kne, zadbane mieszkanie, wysoki standard - Ponikwoda",699999,9333.32,Private,3,75,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
Mieszkanie na sprzedaĹĽ,469500,7335.94,Private,3,64,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
BezpoĹ›rednio - nowe 3-pokojowe mieszkanie z garderobÄ…,538000,8747.97,Estate Agency,1,61.5,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
Mieszkanie trzypokojowe na Czechowie,440000,7333.33,Private,1,60,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
"Sprzedam mieszkanie CZECHĂ“W, os. Chopina, 60m, super lokalizacja",479000,7983.33,Private,4,60,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
"Na sprzedaĹĽ komfortowe, dwupoziomowe mieszkanie 72m2 Bielskiego Lublin",699000,9708.33,Private,3,72,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
Mieszkanie w atrakcyjnej lokalizacji LSM - po GENERALNYM REMONCIE,531690,11100,Private,3,47.9,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
2-poziomowe komfortowe mieszkanie na PorÄ™bie,540000,8830.74,Private,4,61.15,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
Mieszkanie 3 pokoje 48mkw os. NaĹ‚kowskich BEZ POĹšREDNIKĂ“W,335000,6954.54,Private,4,48.17,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
Mieszkanie 3 pokojowe / NaĹ‚kowskich,359000,7402.06,Estate Agency,2,48.5,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
"Lublin, ul. 3 Maja, Ĺ›rĂłdmieĹ›cie, Tenement, 1 piÄ™tro, 3 pokoje, 74m2",650000,8783.78,Private,1,74,3,Tenement,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
Sprzedam mieszkanie,610000,9384.62,Private,0,65,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
"Mieszkanie 65,5m2, Lublin, Czuby",475000,7240.85,Private,1,65.6,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
Mieszkanie LSM 3 pokoje z widokiem na wÄ…wĂłz Rury,405000,6982.76,Private,4,58,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
Mieszkanie 3 pokoje Lublin Czuby,410000,8333.33,Private,1,49.2,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
Mieszkanie Czuby 61m2,460000,7540.98,Private,0,61,3,Housing Block,aftermarket,Lublin,Lublin,January,2022,340466,22.5701022,51.250559
Sprzedam mieszkanie M-4,315000,4980.24,Estate Agency,2,63.25,3,Housing Block,aftermarket,MiÄ™dzyrzec Podlaski,Lublin,January,2022,17117,22.7842492,51.9853172
Przestronne mieszkanie w centrum miasta NA SPRZEDAĹ»,260000,4561.4,Private,4,57,3,Housing Block,aftermarket,MiÄ™dzyrzec Podlaski,Lublin,January,2022,17117,22.7842492,51.9853172
"Sprzedam mieszkanie 51m, II piÄ™tro, nowe osiedle na ul. WyszyĹ„skiego",335000,6568.63,Private,2,51,3,Housing Block,aftermarket,MiÄ™dzyrzec Podlaski,Lublin,January,2022,17117,22.7842492,51.9853172
Mieszkanie na sprzedaĹĽ,299000,4983.33,Private,4,60,3,Housing Block,aftermarket,Parczew,Lublin,January,2022,10204,22.9,51.639
Sprzedam mieszkanie wlasnoĹ›ciowe,280000,5077.06,Private,4,55.15,3,Housing Block,aftermarket,Poniatowa,Lublin,January,2022,9646,22.06505,51.19298
Mieszkanie 3 pokojowe Parter,280000,5090.91,Private,0,55,3,Housing Block,aftermarket,Poniatowa,Lublin,January,2022,9646,22.06505,51.19298
"Mieszkanie 65 m2,ul.LeĹ›na 13, 3 pokoje,4 piÄ™tro, balkon,piwnica,jasne",325000,5000,Private,4,65,3,Housing Block,aftermarket,PuĹ‚awy,Lublin,January,2022,49100,21.9720582,51.4171713
"Sprzedam mieszkanie 55 m, 3 pokoje",312000,5672.73,Private,4,55,3,Housing Block,aftermarket,PuĹ‚awy,Lublin,January,2022,49100,21.9720582,51.4171713
Mieszkanie 3-pokojowe 55m2 Pulawy,370000,6727.27,Private,4,55,3,Housing Block,aftermarket,PuĹ‚awy,Lublin,January,2022,49100,21.9720582,51.4171713
"2-poziomowe, 82,67 m2, ul. Wojska Polskiego 1",389900,4716.34,Private,3,82.67,3,Housing Block,aftermarket,PuĹ‚awy,Lublin,January,2022,49100,21.9720582,51.4171713
Sprzedam mieszkanie w centrum PuĹ‚aw,305000,5922.33,Private,10,51.5,3,Housing Block,aftermarket,PuĹ‚awy,Lublin,January,2022,49100,21.9720582,51.4171713
Mieszkanie 3-pokoje BEZCZYNSZOWE Z GARAĹ»EM + TARAS(dziaĹ‚ka),595000,8487.87,Private,0,70.1,3,Other,aftermarket,PuĹ‚awy,Lublin,January,2022,49100,21.9720582,51.4171713
Mieszkanie 75m2 / 3 pokoje / Przestronne / Super lokalizacja,525000,6944.44,Private,4,75.6,3,Housing Block,aftermarket,PuĹ‚awy,Lublin,January,2022,49100,21.9720582,51.4171713
Rezerwacja Mieszkanie na parterze w doskonaĹ‚ej lokalizacji,495000,7734.38,Private,0,64,3,Housing Block,aftermarket,PuĹ‚awy,Lublin,January,2022,49100,21.9720582,51.4171713
"Meszkanie 3 pokoje, sprzedaĹĽ lub zamiana.",429000,7396.55,Private,8,58,3,Housing Block,aftermarket,PuĹ‚awy,Lublin,January,2022,49100,21.9720582,51.4171713
Mieszkanie 3 pokoje 55 m2 PuĹ‚awy KoĹ‚Ĺ‚Ä…taja 2 piÄ™tro piwnica balkon,430000,7818.18,Private,2,55,3,Housing Block,aftermarket,PuĹ‚awy,Lublin,January,2022,49100,21.9720582,51.4171713
Mieszkanie centrum PuĹ‚aw 2 piÄ™tro 65m po remoncie,459000,7061.54,Private,2,65,3,Housing Block,aftermarket,PuĹ‚awy,Lublin,January,2022,49100,21.9720582,51.4171713
Sprzedam mieszkanie,495000,7355.13,Private,3,67.3,3,Housing Block,aftermarket,PuĹ‚awy,Lublin,January,2022,49100,21.9720582,51.4171713
"Zadbane mieszkanie 58m2, os. Zabielska",289000,4982.76,Private,4,58,3,Housing Block,aftermarket,RadzyĹ„ Podlaski,Lublin,January,2022,15963,22.6208818,51.7827253
"Nowe mieszkane STAN DEWELOPERSKI, 50,5m2  2/3 pokoje Housing Block 2021! WINDA!",285000,5480.77,Estate Agency,4,52,3,Housing Block,aftermarket,RadzyĹ„ Podlaski,Lublin,January,2022,15963,22.6208818,51.7827253
Mieszkanie 50 m2,300000,6000,Private,3,50,3,Housing Block,aftermarket,RadzyĹ„ Podlaski,Lublin,January,2022,15963,22.6208818,51.7827253
"Sprzedam mieszkanie 54,5 m^2 w centrum Radzynia Podlaskiego",263000,4825.69,Private,1,54.5,3,Housing Block,aftermarket,RadzyĹ„ Podlaski,Lublin,January,2022,15963,22.6208818,51.7827253
Sprzedam Mieszkanie 3 pokoje z placem pod garaĹĽ,235000,3405.8,Private,3,69,3,Housing Block,aftermarket,Rejowiec Fabryczny,Lublin,January,2022,4515,23.2467333,51.1191844
"Mieszkanie 61,35 m2",379000,6112.9,Private,4,62,3,Housing Block,aftermarket,TomaszĂłw Lubelski,Lublin,January,2022,19550,23.4170362,50.4573288
Mieszkanie trzypokojowe Tarnawatka Tartak,210000,4225.35,Private,0,49.7,3,Housing Block,aftermarket,TomaszĂłw Lubelski,Lublin,January,2022,19550,23.4170362,50.4573288
PiÄ™kne mieszkanie NOWE BUDOWNICTWO SĹ‚owicza TomaszĂłw Lubelski,500000,6031.36,Private,2,82.9,3,Housing Block,aftermarket,TomaszĂłw Lubelski,Lublin,January,2022,19550,23.4170362,50.4573288
SPRZEDAM MIESZKANIE 70M wysoki standard bezczynszowe do zamieszkania,487000,6957.14,Private,2,70,3,Other,aftermarket,TomaszĂłw Lubelski,Lublin,January,2022,19550,23.4170362,50.4573288
Sprzedam mieszkanie 61m2 do remontu,350000,5737.7,Private,2,61,3,Housing Block,aftermarket,TomaszĂłw Lubelski,Lublin,January,2022,19550,23.4170362,50.4573288
Sprzedam mieszkanie,380000,6031.75,Private,1,63,3,Housing Block,aftermarket,TomaszĂłw Lubelski,Lublin,January,2022,19550,23.4170362,50.4573288
"Przestronne 3-pokojowe mieszkanie NA PARTERZE 63,9m2 z garaĹĽem!",335000,5242.57,Private,0,63.9,3,Housing Block,aftermarket,TomaszĂłw Lubelski,Lublin,January,2022,19550,23.4170362,50.4573288
Mieszkanie na sprzedaĹĽ TomaszĂłw Lubelski,320000,5161.29,Private,0,62,3,Housing Block,aftermarket,TomaszĂłw Lubelski,Lublin,January,2022,19550,23.4170362,50.4573288
"Mieszkanie 3 pok. 47.96 m2, 4 piÄ™tro, WĹ‚odawa, ul. CheĹ‚mska",195000,4065.89,Private,4,47.96,3,Housing Block,aftermarket,WĹ‚odawa,Lublin,January,2022,13066,23.553219,51.5466412
OKAZJA PiÄ™kne mieszkanie po generalnym remoncie,380000,6229.51,Private,2,61,3,Housing Block,aftermarket,ĹukĂłw,Lublin,January,2022,30381,22.3790669,51.93008
Mieszkanie UnitĂłw Podlaskich 56m2,310000,5535.71,Private,4,56,3,Housing Block,aftermarket,ĹukĂłw,Lublin,January,2022,30381,22.3790669,51.93008
"SPRZEDAĹ»-Mieszkanie 64m2, I piÄ™tro, atrakcyjna lokalizacja, z garaĹĽem",389000,6078.13,Private,1,64,3,Housing Block,aftermarket,ĹukĂłw,Lublin,January,2022,30381,22.3790669,51.93008
Mieszkanie 56m2 ĹukĂłw 3 piÄ™tro,350000,6216.7,Private,3,56.3,3,Housing Block,aftermarket,ĹukĂłw,Lublin,January,2022,30381,22.3790669,51.93008
Mieszkanie ĹukĂłw ul. ZboĹĽowa,399000,6785.71,Private,0,58.8,3,Housing Block,aftermarket,ĹukĂłw,Lublin,January,2022,30381,22.3790669,51.93008
Sprzedam Mieszkanie 3 pokoje 54m2,295000,5462.96,Private,2,54,3,Housing Block,aftermarket,ĹukĂłw,Lublin,January,2022,30381,22.3790669,51.93008
